codigo_centro,nome_centro,coord,instit,website,nr_inv,nr_phd,nr_phd_int,nr_grupos,aval_2007
COMP-Norte-Porto-4065,CRACS: Center for Research in Advanced Computing Systems,Fernando Manuel Augusto da Silva,Associação para o Desenvolvimento da Faculdade de Ciências da Universidade do Porto,http://cracs.fc.up.pt,20,10,7,1,Very Good
COMP-Norte-Porto-760,GECAD - Grupo de Investigação em Engenharia do Conhecimento e Apoio à Decisão (Knowledge Engineering and Decision Support Research Centre),Carlos Fernando da Silva Ramos,Instituto Superior de Engenharia do Porto - Instituto Politécnico do Porto,http://www.gecad.isep.ipp.pt/Gecad/,73,36,31,4,Good
COMP-Centro-Coimbra-308,INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES DE COIMBRA - INESC COIMBRA,Carlos Alberto Henggeler de Carvalho Antunes,Instituto de Engenharia de Sistemas e Computadores - Coimbra,http://www.inescc.pt/,56,30,29,3,Very Good
COMP-Centro-Aveiro-127,INSTITUTO DE ENGENHARIA ELECTRÓNICA E TELEMÁTICA DE AVEIRO - IEETA,Paulo Jorge dos Santos Gonçalves Ferreira,Universidade de Aveiro,http://www.ieeta.pt/,64,49,43,6,Very Good
COMP-Centro-Coimbra-48,INSTITUTO DE SISTEMAS E ROBÓTICA - ISR - COIMBRA,Aníbal Traça de Almeida,Instituto de Sistemas e Robótica - Coimbra - Faculdade de Ciências e Tecnologia da Universidade de Coimbra,http://www.isr.uc.pt,52,20,22,3,Excellent
COMP-Norte-Porto-147,INSTITUTO DE SISTEMAS E ROBÓTICA - ISR - PORTO,Fernando Lobo Pereira,Faculdade de Engenharia - Universidade do Porto,http://paginas.fe.up.pt/isrp/,66,35,21,8,Good
COMP-Norte-Porto-4089,Laboratorio de Inteligencia Artificial e Apoio a Decisão (LIAAD),Pavel Brazdil,Universidade do Porto,http://www.liaad.up.pt,30,12,11,1,Very Good
COMP-Norte-Porto-27,LABORATÓRIO DE INTELIGÊNCIA ARTIFICIAL E CIÊNCIA DE COMPUTADORES,Eugénio da Costa Oliveira,Universidade do Porto,http://www.liacc.up.pt/,70,34,20,8,Good
COMP-LVT-Lisboa-434,Laboratório de Modelação de Agentes - LabMAg,Luís Miguel Parreira e Correia,Fundação da Faculdade de Ciências - Faculdade de Ciências da Universidade de Lisboa,http://labmag.di.fc.ul.pt/,25,16,16,1,Good
COMP-Norte-Porto-720,Laboratório de Sinais e Sistemas,Diamantino Rui da Silva Freitas,Faculdade de Engenharia - Universidade do Porto,http://www.fe.up.pt/si/WEB_BASE.GERA_PAGINA?p_pagina=1828,4,4,3,1,Poor
COMP-LVT-Lisboa-408,LABORATÓRIO DE SISTEMAS INFORMÁTICOS DE GRANDE-ESCALA,Paulo Jorge Esteves Veríssimo,Faculdade de Ciências - Universidade de Lisboa,http://lasige.di.fc.ul.pt/,63,26,25,1,Very Good
ECO-LVT-Lisboa-4027,"ADVANCE, CENTRO DE INVESTIGAÇÃO AVANÇADA EM GESTÃO DO ISEG",JOÃO LUÍS CORREIA DUQUE,Instituto Superior de Economia e Gestão - Universidade Técnica de Lisboa,http://www.iseg.utl.pt,38,21,11,4,Good
ECO-Centro-Coimbra-4070,Centro de Coimbra para Gestão Inovadora/Coimbra Centre for Innovative Management (CCIM),Teresa Carla Trigo de Oliveira,Faculdade de Economia - Universidade de Coimbra,http://ccim.fe.uc.pt/,35,25,11,8,Fair
ECO-Algarve-Faro-4037,Centro de Estudos Avançados em Economia e Econometria,Alfredo Marvão Pereira,Universidade do Algarve,http://www.fe.ualg.pt/investigacao/casee,16,12,5,1,Fair
ECO-LVT-Lisboa-97,Centro de Estudos de Gestão do IST (CEG-IST),António Simão de Carvalho Fernandes,Instituto Superior Técnico - Universidade de Lisboa,http://www.deg.ist.utl.pt/cegist/,43,26,25,1,Very Good
ECO-Norte-Porto-731,Centro de Estudos de Gestão e Economia,Alberto de Castro,Centro Regional do Porto da Universidade Católica Portuguesa,http://www.porto.ucp.pt/site/custom/template/ucptplminisite.asp?sspageID=2421&lang=1,38,27,27,7,Good
ECO-Alentejo-Evora-4007,Centro de Estudos e Formação Avançada em Gestão e Economia da Universidade de Évora (CEFAGE-UE),Cesaltina Maria Pacheco Pires,,http:// www.cefage.uevora.pt,33,27,26,3,Excellent
ECO-Acores-PontaDelgada-685,Centro de Estudos em Economia Aplicada do Atlântico (CEEAplA),Francisco José Ferreira Silva,Universidade dos Açores,http://www.uac.pt/~ceeapla ,14,11,18,3,Very Good
ECO-Norte-Porto-277,Centro de Estudos Macroeconómicos e Previsão - CEMPRE,Manuel Martins,Faculdade de Economia - Universidade do Porto,http://www.fep.up.pt/investigacao/cempre/,33,30,21,6,Very Good
ECO-Norte-Barcelos-4043,Centro de Investigação em Contabilidade e Fiscalidade (CICF),Maria José da Silva Fernandes,Instituto Politécnico do Cávado e do Ave,http://www.esg.ipca.pt,33,20,3,4,Good
ECO-LVT-Lisboa-703,Centro de Investigação em Economia Aplicada,Ana Cristina Freitas Brasao Amador,Universidade Lusófona de Humanidades e Tecnologias,"http://www.grupolusofona.pt/portal/page?_pageid=514,573048&_dad=portal&_schema=PORTAL",10,9,8,4,Fair
ECO-LVT-Lisboa-4031,"Centro de Investigação em Turismo, Inovação e Serviços",Maria Manuela Martins Saraiva Sarmento Coelho,Universidade Lusíada de Lisboa,http://citis.ulusiada.pt,70,46,34,4,Fair
ECO-LVT-Lisboa-491,Centro de Matemática Aplicada à Previsão e Decisão Económica - CEMAPRE,NUNO PAULO DE SOUSA ARROBAS CRATO,Instituto Superior de Economia e Gestão - Universidade Técnica de Lisboa,http://cemapre.iseg.utl.pt/,36,29,22,6,Excellent
ECO-Norte-Porto-459,"CETE - Centro de Estudos de Economia Industrial, do Trabalho e da Empresa ",Maria Margarida Fernandes Ruivo,Faculdade de Economia - Universidade do Porto,http://www.fep.up.pt/investigacao/cete/,31,26,20,3,Very Good
ECO-Norte-Porto-4096,"EDGE - Estudos de Gestão - Centro de Investigação, Estudos e Serviços",Manuel Emílio Mota de Almeida Delgado Castelo Branco,Faculdade de Economia - Universidade do Porto,http://www.fep.up.pt/docentes/cdelgado/edge/,48,40,30,3,Fair
ECO-Centro-Leiria-4074,globADVANTAGE - Center of Research on International Business & Strategy,MANUEL ANÍBAL SILVA PORTUGAL E VASCONCELOS FERREIRA,Instituto Politécnico de Leiria,http://www.globadvantage.ipleiria.pt,10,8,5,1,Poor
ECO-Centro-Coimbra-31,Grupo de Estudos Monetários e Financeiros,Paulino Teixeira,Faculdade de Economia - Universidade de Coimbra,http://gemf.fe.uc.pt/,18,17,17,2,Good
ECO-LVT-Almada-623,IET - Centro de Investigação em Inovação Empresarial e do Trabalho,António Brandão Moniz,Faculdade de Ciências e Tecnologia - Universidade Nova de Lisboa,http://iet.fct.unl.pt/index.php?option=com_content&task=view&id=12&Itemid=40,34,18,6,5,Fair
ECO-Norte-Braga-4021,iMARKE - Investigação em Marketing e Estratégia,Minoo Farhangmehr,Universidade do Minho,http://www.eeg.uminho.pt/gestao/iMARKE/,20,9,8,3,Good
ECO-LVT-Lisboa-124,INOVA - Economia,Vasco Manuel Sousa Borges dos Santos,Faculdade de Economia - Universidade Nova de Lisboa,http://inova.fe.unl.pt/foreword.php,50,50,50,5,Excellent
ECO-Centro-Covilha-403,Núcleo de Estudos em Ciências Empresariais - NECE,Mário Lino Barata Raposo,Universidade da Beira Interior,http://www.dge.ubi.pt/NECE/,35,25,16,20,Good
ECO-Norte-Braga-3183,Núcleo de Estudos em Gestão - NEGE,Carlos José Cabral Cardoso,Universidade do Minho,http://www.negeum.net,39,18,12,5,
ECO-Norte-Braga-659,"Núcleo de Investigação em Economia Europeia, Industrial e Internacional",Maria Margarida dos Santos Proenca de Almeida,Universidade do Minho,http://neeii.eeg.uminho.pt/,9,7,7,1,
ECO-Norte-Braga-3181,Núcleo de Investigação em Microeconomia Aplicada (NIMA),Anabela Botelho,Universidade do Minho,http://nima.eeg.uminho.pt/,5,5,5,1,Good
ECO-Norte-Braga-3182,Núcleo de Investigação em Políticas Económicas  - NIPE,Francisco José Alves Coelho Veiga,Universidade do Minho,http://www.eeg.uminho.pt/economia/nipe/versao_inglesa/index_uk.htm,24,18,16,3,Excellent
ECO-LVT-Lisboa-436,Unidade de Estudos sobre Complexidade e Economia,João Martins Ferreira do Amaral,Instituto Superior de Economia e Gestão - Universidade Técnica de Lisboa,http://pascal.iseg.utl.pt/~uece/index.shtml,37,34,20,15,Very Good
ECO-LVT-Lisboa-407,Unidade de Investigação em Ciências Económicas e Empresariais - UNICEE,Maria Leonor Martins Ribeiro Modesto,Faculdade de Ciências Económicas e Empresariais - Universidade Católica Portuguesa,http://www.fcee.lisboa.ucp.pt/custom/template/fceetplcnsnot.asp?sspageid=80&lang=1&canal=4,27,26,25,2,Excellent
ECO-LVT-Lisboa-315,Unidade de Investigação em Desenvolvimento Empresarial - UNIDE,Elizabeth Reis,Instituto Superior de Ciências do Trabalho e da Empresa,http://unide.iscte.pt/,97,78,77,5,Very Good
ECO-Centro-Guarda-4056,Unidade de Investigação para o Desenvolvimento do Interior (UDI/IPG),Fernando Augusto de Sá Neves dos Santos,Instituto Politécnico da Guarda,http://www.ipg.pt,64,22,14,5,Good
LAW-LVT-Lisboa-714,CEDIS - Centro de Investigação & Desenvolvimento sobre Direito e Sociedade,António Manuel Botelho Hespanha,Faculdade de Direito - Universidade Nova de Lisboa,http://www.fd.unl.pt/,33,27,20,9,Very Good
LAW-LVT-Lisboa-713,Centro de Administração e políticas Públicas,João Abreu de Faria Bilhim,Instituto Superior de Ciências Sociais e Políticas - Universidade Técnica de Lisboa,http://capp.iscsp.utl.pt/,62,23,16,5,Excellent
LAW-LVT-Lisboa-4053,"Centro de Estudos, Jurídicos, Económicos e Ambientais",Manuel Carlos Lopes Porto,Universidade Lusíada de Lisboa,http://cejea.ulusiada.pt,90,48,23,6,Good
LAW-LVT-Lisboa-4017,Centro de Investigação da Faculdade de Direito da Universidade de Lisboa/Research Centre of the Faculty of Law,Paulo Manuel Cunha da Costa Otero,Fundação da Universidade de Lisboa,http://www.fd.ul.pt,16,16,15,4,Fair
LAW-Norte-Porto-443,Centro de Investigação Jurídico-Económica,Glória Teixeira,Faculdade de Direito - Universidade do Porto,http://www.direito.up.pt/cije_web/cije.php,18,11,11,1,Very Good
LAW-LVT-Lisboa-4088,CENTRO DE INVESTIGAÇÃO PARA O DESENVOLVIMENTO (CIDES),Antonio Jose Fernandes,"COFAC, Cooperativa de Formação e Animação Cultural, CRL",http://www.ulp.pt,29,12,9,3,Poor
LAW-Norte-Braga-4036,Direitos Humanos-Centro de Investigação Interdisciplinar,Pedro Carlos da Silva Bacelar de Vasconcelos,Universidade do Minho,http://www.uminho.pt,10,8,4,3,Very Good
LAW-LVT-Lisboa-637,Instituto  de Estudos Políticos da Universidade Católica Portuguesa,João Carlos Espada,Universidade Católica Portuguesa,http://www.ucp.pt/site/custom/template/ucptplfac.asp?sspageID=1791&lang=1,8,7,6,15,Fair
LAW-LVT-Lisboa-4018,Instituto do Oriente,Narana Sinai Coissoró,Instituto Superior de Ciências Sociais e Políticas - Universidade Técnica de Lisboa,http://ioriente.iscsp.utl.pt,22,10,7,1,Very Good
LAW-Norte-Braga-4076,NÚCLEO DE ESTUDOS DE DIREITO DAS AUTARQUIAS LOCAIS,António Cândido Macedo de Oliveira,Universidade do Minho,http://www.direito.uminho.pt,3,1,2,1,Very Good
LAW-Norte-Braga-758,Núcleo de Estudos em Administração e Políticas Públicas (NEAPP),Silvia Maria Vale Mendes Camões,Universidade do Minho,http://www2.eeg.uminho.pt/riap/NEAPP/plataforma/modulos/comum/scripts/visitante_construtor_pagina.php5?modulo=comum&script=home_page&coluna=1&nome_categoria=P%E1gina+Inicial,6,6,6,5,Excellent
LAW-Norte-Braga-656,Núcleo de Investigação em Ciência Política e Relações Internacionais /Research Unit in Political Science and International Relations ,Laura Cristina Ferreira-Pereira,Universidade do Minho,http://www.eeg.uminho.pt/Default.aspx?tabid=9&pageid=216&lang=pt-PT,37,18,37,3,Excellent
LAW-Centro-Aveiro-4058,"Unidade de Investigação em Governança, Competitividade e Políticas Públicas",Henrique Manuel Morais Diz,Universidade de Aveiro,n/a,53,36,30,4,Very Good
SOC-Norte-Porto-682,"Center of Cultural Studies, language and Behavior",Alvaro Campelo Martins Pereira,Fundação Ensino e Cultura Fernando Pessoa,n/a,107,70,50,4,Fair
SOC-LVT-Lisboa-289,Centro de Estudos das Migrações e das Relações Interculturais - CEMRI/ Centre for the Study of Migrations and Intercultural Relations,Maria Manuela Costa Malheiro Dias Aurélio Ferreira,Universidade Aberta,http://www.univ-ab.pt/investigacao/cemri/,66,29,24,5,Good
SOC-Centro-Coimbra-4084,Centro de Estudos de Geografia e Ordenamento do Território,Fernanda Maria Silva Dias Delgado Cravidão,Universidade de Coimbra,n/a,55,31,29,3,Good
SOC-LVT-Lisboa-4002,Centro de Estudos de Serviço Social e Sociologia,FRANCISCO JOSÉ DO NASCIMENTO BRANCO,Faculdade de Ciências Humanas - Universidade Católica Portuguesa,http://www.ucp.pt/site/custom/template/ucptplfac.asp?SSPAGEID=3788&lang=1&artigoID=4278,28,6,4,2,Fair
SOC-LVT-Lisboa-295,Centro de Estudos Geográficos - Lisboa,Diogo José Brochado de Abreu,Fundação da Universidade de Lisboa,http://www.ceg.ul.pt/,74,42,41,5,Excellent
SOC-Acores-PontaDelgada-4063,Centro de Estudos Sociais da Universidade dos Açores (CES-UA),Gilberta Margarida de Medeiros Pavão Nunes Rocha,Universidade dos Açores,http://www.uac.pt/ces-ua,12,10,9,5,Fair
SOC-LVT-Lisboa-3124,Centro de Estudos Territoriais,Isabel Maria Pimentel de Carvalho Guerra,Centro de Estudos Territoriais - Instituto Superior de Ciências do Trabalho e da Empresa,http://www.cet.iscte.pt,34,8,8,3,Good
SOC-Norte-VilaReal-4011,Centro de Estudos Transdisciplinares para o Desenvolvimento (CETRAD),Christopher Gerry,Universidade de Trás-os-Montes e Alto Douro,http://www.utad.pt/cetrad,65,35,19,3,Good
SOC-LVT-Lisboa-3126,Centro de Investigação e Estudos de Sociologia,Fernando Luís Lopes Machado,Centro de Investigação e Estudos de Sociologia - Instituto Superior de Ciências do Trabalho e da Empresa,http://www.cies.iscte.pt,149,48,35,6,Excellent
SOC-Centro-Coimbra-283,Centro de Investigação em Antropologia e Saúde,Cristina Padez,Faculdade de Ciências e Tecnologia - Universidade de Coimbra,http://www.uc.pt/cias/,53,27,12,5,Excellent
SOC-Norte-Braga-710,Centro de Investigação em Ciências Sociais,Manuel Carlos Silva,Universidade do Minho,http://www.cics.uminho.pt/site/01_nucleo.php,61,32,13,4,Good
SOC-Alentejo-Evora-4093,Centro de Investigação em Sociologia e Antropologia-Augusto Silva,Eduardo Álvaro Carmo Figueira,Universidade de Évora,n/a,25,12,10,1,Fair
SOC-LVT-Lisboa-428,Centro de Investigação em Sociologia Económica e das Organizações - SOCIUS,José Maria Carvalho Ferreira,Instituto Superior de Economia e Gestão - Universidade Técnica de Lisboa,http://pascal.iseg.utl.pt/~socius/home.html,40,25,21,7,Excellent
SOC-Norte-Porto-4071,Centro de Investigação Interdisciplinar e de Intervenção Comunitária,Luis Ferreira,,n/a,15,11,8,2,Poor
SOC-Algarve-Faro-4020,Centro de Investigação sobre o Espaço e as Organizações (CIEO),Maria Teresa Noronha,Universidade do Algarve,n/a,38,26,15,2,Very Good
SOC-LVT-Lisboa-298,Centro de Tradições Populares Portuguesas,João David Pinto Correia,Fundação da Universidade de Lisboa,http://correio.fc.ul.pt/~ctpp/,27,11,9,4,Fair
SOC-LVT-Lisboa-4038,Centro em Rede de Investigação em Antropologia (CRIA),Maria Antónia Pereira de Resende Pedroso de Lima,Centro em Rede de Investigação em Antropologia,n/a,188,70,56,8,Very Good
SOC-LVT-Lisboa-4012,CENTRO LUSÍADA DE INVESTIGAÇÃO EM SERVIÇO SOCIAL E INTERVENÇÃO SOCIAL- CLISSIS,João José da Silva Pissarra,Universidade Lusíada de Lisboa,n/a,84,14,11,3,Fair
SOC-LVT-Lisboa-4067,cesNova - Centro de Estudos de Sociologia da Universidade Nova de Lisboa,José David Gomes Justino,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.cesnova.fcsh.unl.pt/,153,53,31,4,Very Good
SOC-Centro-Leiria-4078,CIID - Centro de Investigação Identidades e Diversidades,Ricardo Manuel das Neves Vieira,Instituto Politécnico de Leiria,http://www.ciid.ipleiria.pt/,23,13,8,3,Fair
SOC-LVT-Lisboa-3127,DINÂMIA - Centro de Estudos Sobre a Mudança Socioeconómica  ,Isabel Salavisa de Oliveira Lança,Centro de Estudos sobre a Mudança Socioeconómica,http://dinamia.iscte.pt/index.php,42,23,17,5,Excellent
SOC-LVT-Lisboa-161,"e-GEO, Centro de Estudos de Geografia e Planeamento Regional",Maria de Nazaré Amorim de Oliveira Roca,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://e-geo.fcsh.unl.pt/,76,28,25,5,Good
SOC-Norte-Porto-727,Instituto de Sociologia da Faculdade de Letras da Universidade do Porto,João Miguel Trancoso Vaz Lopes,Faculdade de Letras - Universidade do Porto,http://www.letras.up.pt/isociologia/,39,18,16,4,Good
SOC-Centro-Covilha-4086,UBI_CES (Centro de Estudos Sociais da Universidade da Beira Interior),Maria Johanna Christina Schouten,Universidade da Beira Interior,http://www.ces.ubi.pt,21,13,9,2,Fair
SOC-LVT-Lisboa-462,Unidade de Estudo e Investigação de Ciências Sociais Aplicadas,Zoran Roca,Universidade Lusófona de Humanidades e Tecnologias,http://tercud.ulusofona.pt,39,22,19,4,Fair
EDU-Norte-Braga-317,Centro de Estudos da Criança,ANA MARIA TOMÁS DE ALMEIDA,Universidade do Minho,http://www.iec.uminho.pt/Default.aspx?tabid=9&pageid=50&lang=pt-PT,29,21,14,3,Good
EDU-Centro-Viseu-4016,"Centro de Estudos em Educação, Tecnologias e Saúde",Manuela Maria da Conceição Ferreira,Instituto Politécnico de Viseu,http://www.ipv.pt,124,56,51,2,Good
EDU-Centro-Aveiro-194,Centro de Investigação - Didáctica e Tecnologia na Formação de Formadores,Maria Isabel Tavares Pinheiro Martins,Universidade de Aveiro,http://www2.ii.ua.pt/uidtff/,75,35,29,3,Excellent
EDU-Centro-Coimbra-757,Centro de Investigação de Políticas do Ensino Superior - CIPES,Alberto Manuel Sampaio Castro Amaral,Fundação das Universidades Portuguesas,http://www.fup.pt/cipes/index.php,24,18,15,3,Excellent
EDU-Norte-Porto-167,Centro de Investigação e Intervenção Educativas - CIIE Porto,José Alberto Azevedo Vasconcelos Correia,Faculdade de Psicologia e de Ciências da Educação - Universidade do Porto,http://www.fpce.up.pt/ciie/,108,50,37,8,Good
EDU-LVT-Lisboa-188,Centro de Investigação em Educação,JOÃO PEDRO MENDES DA PONTE,Faculdade de Ciências - Universidade de Lisboa,http://cie.fc.ul.pt/,113,53,48,5,Very Good
EDU-Norte-Braga-1661,Centro de Investigação em Educação,José Augusto Brito Pacheco,Universidade do Minho,http://www.cied.uminho.pt/Default.aspx?tabid=4&pageid=5&lang=pt-PT,78,61,55,7,Good
EDU-Madeira-Funchal-4083,Centro de Investigação em Educação (CIE-UMa),Jesus Maria Angélica Fernandes Sousa,Universidade da Madeira,http://www.uma.pt/dce,31,21,30,1,Good
EDU-Centro-Aveiro-273,Centro de Investigação em Educação e Ciências do Comportamento,Carlos Fernandes da Silva,Universidade de Aveiro,http://www2.ii.ua.pt/uiccpsf/,70,42,36,10,Good
EDU-Alentejo-Evora-4101,Centro de Investigação em Educação e Psicologia da Universidade de Évora,António Manuel Águas Borralho,Universidade de Évora,http://www.cied.uevora.pt,33,31,27,4,Fair
EDU-Norte-Braga-644,Centro de Investigação em Formação de Profissionais de Educação da Criança,João Manuel Formosinho Sanches Simões,Universidade do Minho,http://www.iec.uminho.pt/Default.aspx?tabid=9&pageid=51&lang=pt-PT,98,61,59,6,Good
EDU-LVT-Lisboa-446,Centro Interdisciplinar de Estudos Educacionais,António José Correia de Almeida,Escola Superior de Educação de Lisboa - Instituto Politécnico de Lisboa,http://www.eselx.ipl.pt/cied/,62,27,22,3,Fair
EDU-LVT-Lisboa-185,Unidade de I&D de Ciências da Educação,Rui Fernando de Matos Saraiva Canário,Fundação da Universidade de Lisboa,http://uidce.fpce.ul.pt/,45,36,34,4,Good
EDU-LVT-Almada-2861,Unidade de Investigação Educação e Desenvolvimento - UIED,José Manuel Leonardo Matos,Faculdade de Ciências e Tecnologia - Universidade Nova de Lisboa,http://www.dcsa.fct.unl.pt/uied/,67,38,24,4,Good
EDU-LVT-Lisboa-747,Unidade I&D Observatório de Políticas de Educação e de Contextos Educativos,Antonio Teodoro,"COFAC, Cooperativa de Formação e Animação Cultural, CRL","http://www.grupolusofona.pt/portal/page?_pageid=514,573045&_dad=portal&_schema=PORTAL",73,30,24,8,Fair
LIN-Centro-Coimbra-287,Centro de Estudos de Linguística Geral e Aplicada - CELGA,Cristina dos Santos Pereira Martins,Universidade de Coimbra,http://www.uc.pt/celga/,36,24,15,8,Good
