codigo_centro,nome_centro,coord,instit,website,nr_inv,nr_phd,nr_phd_int,nr_grupos,aval_2007
LIN-Norte-VilaReal-707,Centro de Estudos em Letras,Carlos Costa Assuncao,Universidade de Trás-os-Montes e Alto Douro,http://www.utad.pt/pt/investigacao/cel/index.html,72,65,49,5,Good
LIN-LVT-Lisboa-214,Centro de Linguística da Universidade de Lisboa,Ivo José de Castro,Fundação da Universidade de Lisboa,http://www.clul.ul.pt/,105,60,41,10,Excellent
LIN-Norte-Porto-22,Centro de Linguística da Universidade do Porto,Fatima Oliveira,Faculdade de Letras - Universidade do Porto,http://www.letras.up.pt,55,33,14,9,Very Good
LIN-LVT-Lisboa-3213,Centro de Linguística da Universidade Nova de Lisboa,Maria de Lourdes Santos Crispim,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.fcsh.unl.pt/clunl/en/nucleojovem.asp,118,55,39,9,Very Good
LIN-LVT-Lisboa-146,Instituto de Linguística Teórica e Computacional - ILTEC,Maria Helena Farmhouse Graça Mira Mateus,Instituto de Linguística Teórica e Computacional,http://www.iltec.pt/,36,13,10,3,Very Good
COMS-Norte-Porto-641,Centro de Estudos das Tecnologias e Ciências da Comunicação (CETAC.MEDIA),Fernando Manuel dos Santos Ramos,Faculdade de Letras - Universidade do Porto,http://sigarra.up.pt/flup_uk/UNIDADES_GERAL.VISUALIZAR?p_unidade=110,36,22,19,3,Fair
COMS-LVT-Lisboa-158,Centro de Estudos de Comunicação e Linguagens,José Bragança de Miranda,Centro de Estudos de Comunicação e Linguagens - Faculdade de Ciências Sociais e Humanas da Universidade Nova de Lisboa,http://www.cecl.com.pt/,46,26,21,8,Good
COMS-Norte-Braga-736,Centro de Estudos de Comunicação e Sociedade,Manuel Joaquim Silva Pinto,Universidade do Minho,http://www.cecs.uminho.pt/,37,16,14,2,Excellent
COMS-LVT-Lisboa-653,Centro de Investigação Media e Jornalismo - CIMJ,Nelson Traquina,Centro de Investigação Media e Jornalismo,http://www.cimj.org/index.asp,25,9,9,3,Very Good
COMS-LVT-Lisboa-722,"CICANT - Centro de Investigação em Comunicação Aplicada, Cultura e Novas Tecnologias",Cláudia Álvares,Universidade Lusófona de Humanidades e Tecnologias,"http://www.grupolusofona.pt/portal/page?_pageid=574,1&_dad=portal&_schema=PORTAL",38,21,18,1,Fair
COMS-Centro-Covilha-661,LABCOM - Laboratório de Comunicação e Conteúdos on-line,António Carreto Fidalgo,Universidade da Beira Interior,http://www.labcom.ubi.pt/,27,13,11,3,Very Good
PSY-LVT-Lisboa-700,Centro de Estudos de Psicologia Cognitiva e da Aprendizagem,Américo Gomes Baptista,Centro de Estudos de Psicologia Cognitiva e da Aprendizagem -  Universidade Lusófona de Humanidades e Tecnologias,"http://www.grupolusofona.pt/portal/page?_pageid=514,573047&_dad=portal&_schema=PORTAL",6,6,8,4,Good
PSY-LVT-Lisboa-3125,Centro de Investigação e de Intervenção Social,Francisco Gomes Esteves,Centro de Investigação e Intervenção Social - Instituto Superior de Ciências do Trabalho e da Empresa,http://www.cis.iscte.pt,63,25,21,3,Excellent
PSY-Norte-Braga-1662,Centro de Investigação em Psicologia - CIPsi,PAULO MANUEL PINTO PEREIRA ALMEIDA MACHADO,Universidade do Minho,http://www.cipsi.uminho.pt/,35,35,35,4,Very Good
PSY-LVT-Lisboa-314,CENTRO DE INVESTIGAÇÂO EM PSICOLOGIA DA UNIVERSIDADE DE LISBOA,Maria Isabel Real Fernandes de Sá,Fundação da Universidade de Lisboa,"http://www.fpce.ul.pt/centros/cpsicomt/",50,30,27,10,Good
PSY-Norte-Porto-662,Centro de Investigação em Psicologia do Comportamento Desviante e Saúde,Jorge Nuno Negreiros de Carvalho,Faculdade de Psicologia e de Ciências da Educação - Universidade do Porto,http://sigarra.up.pt/fpceup/unidades_geral.visualizar?p_unidade=78,11,11,11,3,Fair
PSY-LVT-Lisboa-4061,Centro de Investigação em Psicologia para o Desenvolvimento,Paulo Alexandre Soares Moreira,"Fundação Minerva, Cultura, Ensino e Investigação Científica",http://cipd.ulusiada.pt,52,21,14,3,Fair
PSY-LVT-Lisboa-278,"Centro de Psicologia Clínica e Experimental, Desenvolvimento, Cognição e Personalidade",Bruno Ademar Paisana Gonçalves,Fundação da Universidade de Lisboa,"http://www.ul.pt/portal/page?_pageid=173,173304&_dad=portal&_schema=PORTAL",19,18,15,11,Fair
PSY-Norte-Porto-50,Centro de Psicologia da Universidade do Porto,Marianne Hélène Lacomblez,Faculdade de Psicologia e de Ciências da Educação - Universidade do Porto,http://sigarra.up.pt/fpceup/unidades_geral.visualizar?p_unidade=72,151,50,32,25,Very Good
PSY-Centro-Coimbra-490,Centro de Psicopedagogia da Universidade de Coimbra,Maria Filomena Ribeiro da Fonseca Gaspar,Universidade de Coimbra,http://www.fpce.uc.pt/cientificas/psicop/,67,40,29,9,Fair
PSY-Centro-Coimbra-730,CINEICC - Centro de Investigação do Núcleo de Estudos e Intervenção Cognitivo-Comportamental,José Augusto da Veiga Pinto de Gouveia,Universidade de Coimbra,http://www.fpce.uc.pt/cientificas/cineicc/,64,24,16,4,Good
PSY-LVT-Lisboa-4052,Instituto de Investigação Pluridisciplinar da UAL,Luís Manuel Vítor Santos Moita,Universidade Autónoma de Lisboa,http://www.universidade-autonoma.pt,51,22,21,6,Poor
PSY-Centro-Coimbra-192,"Instituto de Psicologia Cognitiva, Desenvolvimento Vocacional e Social",Eduardo Santos,Universidade de Coimbra,http://www.uc.pt/ipc/,90,44,39,7,Good
PSY-LVT-Lisboa-332,Psicologia Cognitiva do Desenvolvimento e da Educação,Maria Margarida d Orey Alves Martins,Instituto Superior de Psicologia Aplicada,http://www.ispa.pt/uipcde/,34,21,20,10,Good
PSY-Norte-Paredes-4103,Unidade de Investigação em Psicologia e Saúde - UnIPSa,José Carlos Ferreirinha Cardoso da Rocha,"Instituto Superior de Ciências da Saúde-Norte - Cooperativa de Ensino Superior Politécnico e Universitário, CRL",http://www.cespu.pt,46,17,10,2,Poor
PSY-LVT-Lisboa-4010,Unidade de Investigação em Psicologia e Saúde (UIPES),Isabel Maria Pereira Leal,Instituto Superior de Psicologia Aplicada,http://www.ispa.pt,43,18,13,5,Good
LIT-LVT-Lisboa-114,Centro de Estudos Anglísticos,João Ernesto de Almeida Flor,Fundação da Universidade de Lisboa,http://www.fl.ul.pt/centros_invst/centro_angl/index.htm,72,41,30,7,Excellent
LIT-LVT-Lisboa-19,Centro de Estudos Clássicos ,Aires Nascimento,Fundação da Universidade de Lisboa,http://www.fl.ul.pt/unidades/centros/cec/,46,26,20,5,Good
LIT-Centro-Coimbra-196,Centro de Estudos Clássicos e Humanísticos,Maria Céu Grácio Zambujo Fialho,Universidade de Coimbra,http://www.uc.pt/eclassicos/entidade/cech/index.html,71,48,32,4,Excellent
LIT-LVT-Lisboa-509,Centro de Estudos Comparatistas,Helena Etelvina de Lemos Carvalhão BUESCU,Faculdade de Letras - Universidade de Lisboa,http://www.comparatistas.edu.pt,58,30,25,6,Excellent
LIT-LVT-Lisboa-126,Centro de Estudos de Comunicação e Cultura,Jorge Fazenda Lourenço,Faculdade de Ciências Humanas - Universidade Católica Portuguesa,http://www.ucp.pt/site/custom/template/ucptplfac.asp?SSPAGEID=3788&lang=1&artigoID=3747,61,46,30,17,Excellent
LIT-Norte-Braga-305,Centro de Estudos Humanísticos,Ana Gabriela Vilela Pereira de Macedo,Universidade do Minho,http://ceh.ilch.uminho.pt/,84,47,47,6,Excellent
LIT-Norte-Porto-4072,Centro de Estudos Interculturais (CEI),Clara Maria Laranjeira Sarmento e Santos,Instituto Politécnico do Porto,http://www.iscap.ipp.pt/~cei/,15,9,8,2,Poor
LIT-Algarve-Faro-735,Centro de Estudos Linguísticos e Literários - CELL  web page: www.cell.ualg.pt,PETAR DIMITROV PETROV,Universidade do Algarve,http://www.cell.ualg.pt,13,13,13,2,Fair
LIT-LVT-Lisboa-4051,Centro de Estudos sobre o Imaginário Literário,Helder Paulo Lourenço Godinho,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.fcsh.unl.pt/ceil,28,21,6,3,Fair
LIT-Centro-Coimbra-25,Centro de Investigação em Estudos Germanísticos,Maria Teresa Paula Santos Delgado Mingocho,Universidade de Coimbra,http://www.uc.pt/cieg/,43,20,7,10,Good
LIT-Centro-Aveiro-128,Centro de Línguas e Culturas - Centre for Languages and Cultures ,João Manuel Nunes Torrão,Universidade de Aveiro,http://www2.ii.ua.pt/cidlc/,114,56,49,3,Fair
LIT-Centro-Coimbra-759,Centro de Literatura Portuguesa,José Augusto Cardoso Bernardes,Faculdade de Letras - Universidade de Coimbra,http://www.uc.pt/clp,55,42,25,5,Good
LIT-LVT-Lisboa-77,Centro de Literaturas de Expressão Portuguesa das Universidades de Lisboa - CLEPUL,Annabela de Carvalho Vicente Rita,Fundação da Universidade de Lisboa,http://www.fl.ul.pt/unidades/centros/clepul/,76,54,50,4,Very Good
LIT-Centro-Coimbra-150,Centro Interuniversitário de Estudos Camonianos,José Carlos Seabra Pereira,Biblioteca Geral da Universidade de Coimbra,http://www.uc.pt/ciec/,44,39,16,4,Very Good
LIT-Norte-Porto-4097,"CETAPS - Centre for English, Translation and Anglo-Portuguese Studies",Gualter Cunha,Faculdade de Letras - Universidade do Porto,http://web.letras.up.pt/cetaps,44,33,27,7,Good
LIT-LVT-Lisboa-657,Instituto de Estudos de Literatura Tradicional,Ana Paula Amorim de Sousa Guimaraes,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.ielt.org,72,33,29,3,Excellent
LIT-LVT-Lisboa-4030,Instituto de Estudos Portugueses,Artur Anselmo de Oliveira Soares,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://idep.fcsh.unl.pt/,52,37,12,3,Poor
LIT-Norte-Porto-500,Instituto de Literatura Comparada,GONÇALO JOSÉ DO VALE PEIXOTO E VILAS-BOAS,Faculdade de Letras - Universidade do Porto,http://www.ilcml.com,22,15,12,1,Excellent
ART-LVT-Lisboa-4042,Artistic Studies Research Centre,Hugo Martins Gonçalves Ferrão,Faculdade de Belas-Artes - Universidade de Lisboa,http://www.fba.ul.pt,50,27,20,5,Good
ART-Norte-Porto-4041,Centro de Estudos Arnaldo Araújo (CEAA),Maria Helena Teixeira Maia,Escola Superior Artística do Porto,http://www.esap.pt,21,15,9,2,Good
ART-Norte-Porto-145,Centro de Estudos de Arquitectura e Urbanismo,Manuel Pinheiro Fernandes Sá,Faculdade de Arquitectura - Universidade do Porto,http://sigarra.up.pt/faup/unidades_geral.visualizar?p_unidade=50,27,17,17,6,Very Good
ART-LVT-Lisboa-648,Centro de Estudos de Arquitectura Paisagista - Professor Caldeira Cabral,Manuela Raposo Magalhães,Instituto Superior de Agronomia - Universidade Técnica de Lisboa,http://www.isa.utl.pt/ceap/,32,12,3,3,Very Good
ART-LVT-Lisboa-693,Centro de Estudos de Sociologia e Estética Musical,Manuel Pedro Ramalho Ferreira,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.fcsh.unl.pt/cesem ,58,34,20,3,Very Good
ART-LVT-Lisboa-279,Centro de Estudos de Teatro,Maria João Monteiro Brilhante,Fundação da Universidade de Lisboa,http://www.fl.ul.pt/centros_invst/teatro/pagina/centro-estudos-teatro.htm,27,11,11,1,Excellent
ART-Alentejo-Evora-112,Centro de História da Arte e Investigação Artística (CHAIA),Christine Mathilde Thérèse Zurbach,Universidade de Évora,http://www.cha.uevora.pt/,40,22,20,6,Very Good
ART-LVT-Lisboa-4008,Centro de Investigação em Arquitectura Urbanismo e Design,Jorge Filipe Ganhão da Cruz Pinto,Faculdade de Arquitectura - Universidade Técnica de Lisboa,http://www.fa.utl.pt/~ciaud,118,55,29,3,Excellent
ART-Algarve-Faro-4019,Centro de Investigação em Artes e Comunicação - CIAC,António Manuel da Costa Guedes Branco,Universidade do Algarve,https://si-web.ualg.pt/index.php,52,16,13,2,Excellent
ART-Norte-Porto-622,Centro de Investigação em Ciências e Tecnologias das Artes,Manuel Joaquim Pinho Moreira de Azevedo,Centro Regional do Porto da Universidade Católica Portuguesa,http://artes.ucp.pt/citar/,58,18,14,4,Very Good
ART-LVT-Lisboa-4026,"Centro de Investigação em Território, Arquitectura e Design",Alberto Cruz Reaes Pinto,Universidade Lusíada de Lisboa,http://citad.ulusiada.pt,156,46,31,4,Very Good
ART-Centro-Aveiro-4057,"ID+ (Instituto de Investigação em Design, Media e Cultura)",Vasco Afonso Silva Branco,Universidade de Aveiro,http://idmais.org/,73,24,13,1,Very Good
ART-LVT-Lisboa-472,Instituto de Etnomusicologia ,Salwa Castelo-Branco,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.fcsh.unl.pt/inet/,67,27,18,5,Very Good
ART-LVT-Lisboa-417,Instituto de História da Arte,Manuel Justino Pinheiro Maciel,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.fcsh.unl.pt/invest/unidade.asp,87,26,18,6,Very Good
ART-LVT-Lisboa-711,Unidade de Investigação em Design e Comunicação - UNIDCOM/IADE,Fernando Antonio de Oliveira Carvalho Rodrigues,"Instituto de Artes Visuais, Design e Marketing",http://www.iade.pt/default.aspx?SqlPage=content&CpContentId=286004&OrderNr=87113,47,15,14,2,Very Good
ART-Alentejo-Evora-4001,Unidade de Investigação em Música e Musicologia - UnIMeM,Benoît Gibson,Universidade de Évora,http://www.ensino.uevora.pt/mus/,28,16,16,4,Good
ART-LVT-Almada-729,Vidro e Cerâmica para as Artes,António Pires de Matos,Fundação da Faculdade de Ciências e Tecnologia - Universidade Nova de Lisboa,http://www.apvidro.org/VICARTE.htm,18,8,6,1,Very Good
PHIL-LVT-Lisboa-701,CEFi - Centro de Estudos de Filosofia,Manuel Cândido de Melo Medeiros Pimentel,Universidade Católica Portuguesa,http://www.ucp.pt/site/custom/template/ucptplminisitehome.asp?sspageID=3674&lang=1,36,25,16,6,Good
PHIL-Norte-Porto-705,Centro de Estudos do Pensamento Português,Arnaldo Cardoso de Pinho,Centro Regional do Porto da Universidade Católica Portuguesa,http://www.porto.ucp.pt/site/custom/template/ucptplminisite.asp?sspageID=1518&lang=1,19,18,13,1,Very Good
PHIL-Norte-Braga-683,Centro de Estudos Filosóficos,"Manuel Gonçalves Sumares, Junior",Faculdade de Filosofia de Braga - Universidade Católica,http://www.facfil.ucp.pt/cef.html,33,24,22,8,Good
PHIL-LVT-Lisboa-310,Centro de Filosofia da Universidade de Lisboa,Manuel José do Carmo Ferreira,Fundação da Universidade de Lisboa,http://cfcul.fc.ul.pt/,105,70,50,7,Very Good
PHIL-LVT-Lisboa-678,Centro de Filosofia das Ciências da Universidade de Lisboa,Olga Pombo,Fundação da Faculdade de Ciências - Faculdade de Ciências da Universidade de Lisboa,http://cfcul.fc.ul.pt/,82,44,19,7,Very Good
PHIL-Norte-Porto-502,Instituto de Filosofia,José Francisco Preto Meirinhos,Faculdade de Letras - Universidade do Porto,http://web2.letras.up.pt/ifilosofia,140,75,43,12,Excellent
PHIL-LVT-Lisboa-183,Instituto de Filosofia da Linguagem,António José Marques,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.ifl.pt/main/,29,24,23,5,Excellent
PHIL-Centro-Covilha-738,Instituto de Filosofia Prática,José Manuel Boavida dos Santos,Universidade da Beira Interior,http://www.ifp.ubi.pt/,13,9,6,2,Very Good
PHIL-Centro-Coimbra-10,"Linguagem, Interpretação e Filosofia - LIF",António Manuel Martins,Faculdade de Letras - Universidade de Coimbra,http://www.uc.pt/lif/,45,25,16,8,Excellent
PHIL-LVT-Lisboa-468,"Unidade de Estudo e Investigação de Ciência, Tecnologia e Sociedade",Antonio Fernando Martins dos Santos Neves,Universidade Lusófona de Humanidades e Tecnologias,"http://www.grupolusofona.pt/portal/page?_pageid=514,573034&_dad=portal&_schema=PORTAL",89,48,24,6,
HIST-LVT-Lisboa-698,Centro de Arqueologia da Universidade de Lisboa (UNIARQ),VICTOR MANUEL DOS SANTOS GONCALVES,Fundação da Universidade de Lisboa,http://www.fl.ul.pt/unidades/centros.htm,31,23,17,6,Good
HIST-Centro-Coimbra-281,Centro de Estudos Arqueológicos das Universidades de Coimbra e Porto,Maria Conceição Lopes,Centro de Estudos Arqueológicos das Universidades de Coimbra e Porto - Faculdade de Letras da Universidade de Coimbra,http://ia.regiaocentro.net/,90,45,27,6,Very Good
HIST-LVT-Lisboa-3128,Centro de Estudos de História Contemporânea Portuguesa,Maria Carlos Correia Mendes Radich de Oliveira Baptista,Centro de Estudos de História Contemporânea Portuguesa - Instituto Superior de Ciências do Trabalho e da Empresa,http://cehcp.iscte.pt/,30,22,15,7,Good
HIST-Alentejo-Evora-613,Centro de Estudos de História e Filosofia da Ciência (CEHFC),Maria de Fátima Nunes,Universidade de Évora,http://www.cehfc.uevora.pt,22,14,11,1,Good
HIST-LVT-Lisboa-647,Centro de Estudos de História Religiosa (CEHR) / Centre of Religious History Studies,Ana Maria Castelo Martins Jorge,Universidade Católica Portuguesa,http://www.cehr.ft.lisboa.ucp.pt,67,39,16,3,Good
HIST-LVT-Lisboa-56,Centro de Estudos Históricos,Joao Jose Alves Dias,Universidade Nova de Lisboa,http://ceh-unl.tripod.com,10,5,13,8,Good
HIST-Centro-Coimbra-460,Centro de Estudos Interdisciplinares do Século XX - CEIS 20,Maria Manuela de Bastos Tavares Ribeiro,Universidade de Coimbra,http://www.ceis20.uc.pt,92,39,28,14,Very Good
HIST-LVT-Lisboa-15,Centro de História da Cultura,Joao Luis Lisboa,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.fcsh.unl.pt/chc/,67,50,31,8,Very Good
HIST-Centro-Coimbra-311,Centro de História da Sociedade e da Cultura,João Marinho dos Santos,Faculdade de Letras - Universidade de Coimbra,http://www.chsc.uc.pt/,50,28,26,2,Very Good
HIST-LVT-Lisboa-64,Centro de História da Universidade de Lisboa,António Adriano de Ascensão Pires Ventura,Fundação da Universidade de Lisboa,http://www.fl.ul.pt/unidades/centros/c_historia/,45,43,40,7,Fair
HIST-LVT-Lisboa-442,Centro de História de Além-Mar,João Paulo Azevedo de Oliveira e Costa,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://cham.fcsh.unl.pt/,79,42,33,13,Very Good
HIST-Norte-Porto-4059,"CENTRO DE INVESTIGAÇÃO TRANSDISCIPLINAR CULTURA, ESPAÇO e MEMÓRIA / TRANSDISCIPLINARY RESEARCH CENTRE CULTURE, SPACE, MEMORY (CITCEM)",Gaspar Martins Pereira,Faculdade de Letras - Universidade do Porto,http://www.letras.up.pt/dh,192,85,72,5,Good
HIST-Alentejo-Evora-57,"Centro Interdisciplinar de História, Culturas e Sociedades da Universidade de Évora",Mafalda Soares da Cunha,Universidade de Évora,http://www.cidehus.uevora.pt,68,29,21,6,Very Good
HIST-LVT-Almada-286,Centro Interuniversitario de Historia das Ciencias e da Tecnologia (CIUHCT),Maria Paula Pires dos Santos Diogo,Faculdade de Ciências e Tecnologia - Universidade Nova de Lisboa,http://chcul.fc.ul.pt/,48,24,15,5,Very Good
HIST-Norte-Porto-21,CEPESE - Centro de Estudos da População Economia e Sociedade,Fernando Alberto Pereira de Sousa,"Centro de Estudos da População, Economia e Sociedade - Faculdade de Letras da Universidade do Porto",http://www.cepese.pt,139,83,75,7,Very Good
HIST-LVT-Lisboa-431,Gabinete de História Económica e Social,Nuno João de Oliveira Valério,Instituto Superior de Economia e Gestão - Universidade Técnica de Lisboa,http://pascal.iseg.utl.pt/~ghes/index.html,9,8,7,2,Very Good
HIST-Norte-Porto-42,GEHVID - Grupo de Estudos de História da Viticultura Duriense  e do Vinho do Porto,ANTÓNIO MANUEL DE BARROS CARDOSO,Faculdade de Letras - Universidade do Porto,http://www.letras.up.pt/gehvid,45,19,13,5,Fair
HIST-LVT-Lisboa-4025,HERITAGE RESEARCH CENTER,NUNO RUI DA FONSECA SANTOS PINHEIRO,Universidade Lusíada de Lisboa,http://cip.ulusiada.pt,29,17,4,3,Fair
HIST-LVT-Lisboa-749,Instituto de Estudos Medievais,Maria de Lurdes Pereira Rosa,Faculdade de Ciências Sociais e Humanas - Universidade Nova de Lisboa,http://www.fcsh.unl.pt/iem/,42,16,9,6,Very Good
HIST-LVT-Lisboa-415,Instituto de História Contemporânea,Fernando José Mendes Rosas,Instituto de História Contemporânea - Faculdade de Ciências Sociais e Humanas da Universidade Nova de Lisboa,http://ihc.fcsh.unl.pt/,67,26,18,10,Very Good
AFR-LVT-Lisboa-3122,Centro de Estudos Africanos,Clara Carvalho,Instituto Superior de Ciências do Trabalho e da Empresa,http://www.dcsa.fct.unl.pt/uied/,73,47,26,4,Very Good
AFR-Norte-Porto-495,Centro de Estudos Africanos da Universidade do Porto,ELVIRA CUNHA DE AZEVEDO SILVA MEA,Faculdade de Letras - Universidade do Porto,http://www.africanos.eu ,27,14,11,5,Very Good
AFR-LVT-Lisboa-220,Centro de Estudos Sobre África e do Desenvolvimento - CESA,Jochen Oppenheimer,Instituto Superior de Economia e Gestão - Universidade Técnica de Lisboa,http://pascal.iseg.utl.pt/~cesa/,17,17,14,5,Very Good
